year,school_key,field,source_id,source_url,note
"2000","yale","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","harvard","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","stanford","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","nyu","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","columbia","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","uchicago","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","uva","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","duke","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","michigan","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","cornell","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","berkeley","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","northwestern","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","upenn","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","georgetown","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","ut-austin","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","ucla","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","vanderbilt","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","minnesota","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","usc","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2000","washington-and-lee","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","yale","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","stanford","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","harvard","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","nyu","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","columbia","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","uchicago","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","michigan","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","berkeley","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","uva","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","cornell","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","duke","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","northwestern","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","upenn","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","georgetown","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","ut-austin","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","ucla","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","usc","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","vanderbilt","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","minnesota","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2001","washington-and-lee","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","yale","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","stanford","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","harvard","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","columbia","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","nyu","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","uchicago","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","michigan","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","uva","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","berkeley","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","duke","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","upenn","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
"2002","cornell","rank","usnews_wilson_2000_2011","https://law.stanford.edu/wp-content/uploads/2015/03/wilsons-rp28.pdf","U.S. News ranking table reproduced in Stanford Law Library compilation."
