year,school_key,field,source_id,source_url,note
"2000","harvard","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","stanford","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","wharton","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","mit_sloan","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","kellogg","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","columbia","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","chicago_booth","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","duke_fuqua","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","michigan_ross","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","berkeley_haas","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","dartmouth_tuck","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","ucla_anderson","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","virginia_darden","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","nyu_stern","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","cornell_johnson","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","texas_mccombs","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","yale_som","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","unc_kenan_flagler","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2000","cmu_tepper","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","stanford","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","harvard","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","kellogg","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","wharton","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","mit_sloan","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","columbia","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","berkeley_haas","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","duke_fuqua","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","chicago_booth","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","michigan_ross","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","dartmouth_tuck","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","nyu_stern","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","ucla_anderson","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","yale_som","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","virginia_darden","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","cornell_johnson","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","texas_mccombs","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","cmu_tepper","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2001","unc_kenan_flagler","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","stanford","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","harvard","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","wharton","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","mit_sloan","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","kellogg","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","chicago_booth","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","duke_fuqua","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","columbia","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","dartmouth_tuck","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","berkeley_haas","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","michigan_ross","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","virginia_darden","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","nyu_stern","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
"2002","yale_som","rank","infogram_1990_2021","https://infogram.com/us-news-mba-rankings-1990-2021-1h0r6r9gp8336ek","Secondary public compilation; see research notes."
